nose_x,nose_y,nose_z,nose_visibility,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_visibility,left_eye_x,left_eye_y,left_eye_z,left_eye_visibility,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_visibility,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_visibility,right_eye_x,right_eye_y,right_eye_z,right_eye_visibility,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_visibility,left_ear_x,left_ear_y,left_ear_z,left_ear_visibility,right_ear_x,right_ear_y,right_ear_z,right_ear_visibility,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_visibility,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_visibility,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_visibility,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_visibility,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_visibility,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_visibility,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_visibility,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_visibility,left_index_x,left_index_y,left_index_z,left_index_visibility,right_index_x,right_index_y,right_index_z,right_index_visibility,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_visibility,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_visibility,left_hip_x,left_hip_y,left_hip_z,left_hip_visibility,right_hip_x,right_hip_y,right_hip_z,right_hip_visibility,left_knee_x,left_knee_y,left_knee_z,left_knee_visibility,right_knee_x,right_knee_y,right_knee_z,right_knee_visibility,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_visibility,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_visibility,left_heel_x,left_heel_y,left_heel_z,left_heel_visibility,right_heel_x,right_heel_y,right_heel_z,right_heel_visibility,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_visibility,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_visibility,label
0.350764304,0.638214648,-0.100115366,0.999675035,0.332800418,0.630194545,-0.135646254,0.999682307,0.332924575,0.627351046,-0.135755613,0.999680638,0.333123267,0.624096572,-0.135855094,0.999769628,0.332707345,0.631325126,-0.083014481,0.999737084,0.332716316,0.629447103,-0.083099186,0.999770105,0.332751423,0.627060413,-0.083126038,0.999803841,0.343405366,0.595618188,-0.223708287,0.999726474,0.341990024,0.597727597,0.014055293,0.999790847,0.370280147,0.630028009,-0.127642125,0.999834895,0.370294005,0.631628752,-0.058208968,0.999839306,0.436703563,0.596097291,-0.353618383,0.999959588,0.430020571,0.583537459,0.19193843,0.999874115,0.515617192,0.720000684,-0.393396646,0.960312605,0.495887697,0.708562315,0.208977252,0.160595119,0.509914875,0.891385198,-0.322742969,0.978607297,0.497934341,0.844653249,0.100036711,0.215540931,0.500763059,0.920005262,-0.386601657,0.970150828,0.486510396,0.869355023,0.103575267,0.230936661,0.484767556,0.917023718,-0.348858804,0.967753828,0.480861813,0.873748362,0.046891399,0.230459958,0.488399267,0.906765223,-0.309822917,0.947818696,0.488481671,0.866436481,0.071455382,0.237464815,0.6566962,0.665455401,-0.166396528,0.999399781,0.647184312,0.647108078,0.166621983,0.998201013,0.465324074,0.714748919,-0.150100097,0.938178539,0.46426475,0.705437362,0.234948039,0.094385773,0.520795345,0.913128912,0.042124715,0.917697012,0.510859311,0.887419462,0.366459578,0.18693082,0.54684329,0.940678298,0.058454983,0.878859937,0.531320751,0.915822744,0.375537932,0.327741534,0.447648734,0.947380304,0.023546316,0.899324715,0.451929629,0.925888717,0.341864198,0.297904611,squat_bad_back
0.384670526,0.521084189,0.078094177,0.999631524,0.364803672,0.509127796,0.044883396,0.999683976,0.364311218,0.506530166,0.044894796,0.999679506,0.363764793,0.503947556,0.044803541,0.999768436,0.365183979,0.508432209,0.089139372,0.999730527,0.364959747,0.505515337,0.089114733,0.999756336,0.364762872,0.502498746,0.089062385,0.999796033,0.369395137,0.486473083,-0.04067795,0.999695361,0.37081188,0.483423948,0.163654134,0.999787509,0.398282796,0.514622271,0.053824872,0.999715507,0.399563193,0.514967978,0.113100976,0.999702096,0.436604381,0.482781738,-0.165432766,0.999904215,0.440622926,0.474473834,0.285411,0.999513626,0.323752135,0.551645517,-0.261249214,0.958909392,0.34909904,0.546628296,0.344160676,0.15253371,0.227740631,0.60489136,-0.210034281,0.976858616,0.243293941,0.601838946,0.233159751,0.22409521,0.211677104,0.625526071,-0.266005397,0.968710244,0.224158227,0.616872907,0.228480414,0.24426645,0.208620682,0.624956071,-0.229425967,0.966039062,0.218772382,0.617245436,0.186230078,0.242592663,0.213552743,0.618928015,-0.198688671,0.947158933,0.22601147,0.611677051,0.209898099,0.249680519,0.664794922,0.59496969,-0.182412431,0.999439657,0.656454206,0.574289382,0.182397082,0.998257399,0.477181703,0.702115297,-0.212613165,0.943588078,0.478684872,0.694291353,0.198245272,0.093228199,0.551374674,0.908109009,-0.170497119,0.925177038,0.544904411,0.882261753,0.247352898,0.180037066,0.57719779,0.93382138,-0.165834501,0.889611721,0.570449471,0.910120487,0.249419868,0.311467737,0.465404898,0.942468584,-0.22750257,0.907668531,0.471451819,0.913050354,0.189111799,0.284091711,squat_bad_back
0.533817708,0.437571615,-0.683673918,0.987357318,0.527285874,0.428188592,-0.702718139,0.984984398,0.52527684,0.424788207,-0.702662766,0.983071029,0.52332443,0.421403736,-0.702813506,0.98713547,0.531748295,0.43872261,-0.727534831,0.989659369,0.532251418,0.442480385,-0.727772295,0.987214208,0.532761335,0.446226686,-0.728168726,0.988971651,0.509714782,0.418210179,-0.657658517,0.979346573,0.519635797,0.457272112,-0.768088639,0.985805452,0.529259503,0.438527495,-0.64828074,0.987115085,0.532726407,0.448111027,-0.680779338,0.990399659,0.487849116,0.406541109,-0.494709343,0.999456942,0.510050952,0.541754007,-0.67740339,0.999461353,0.595406175,0.455465883,-0.320571631,0.868595779,0.624967933,0.564823747,-0.669024229,0.227374807,0.688823342,0.417008221,-0.354610085,0.903302848,0.688972414,0.467252851,-0.73113364,0.295903146,0.703592956,0.397886783,-0.380913764,0.900899947,0.695863128,0.453550488,-0.802736282,0.311404586,0.711646974,0.392773032,-0.427063167,0.905807972,0.679382801,0.434536815,-0.798709035,0.310808241,0.703643501,0.405734956,-0.375054091,0.888248146,0.676820874,0.443669975,-0.732403457,0.314145684,0.562780738,0.491977036,0.052324753,0.999483764,0.566218495,0.579127491,-0.052373983,0.998427868,0.593495786,0.432181776,0.45309031,0.883064151,0.587574005,0.616546392,0.409562558,0.138067931,0.597974896,0.50793004,0.938570797,0.874267757,0.551223755,0.741387665,0.896644771,0.232154071,0.58581984,0.522438943,0.989008665,0.840315759,0.536859393,0.753583312,0.951924503,0.326508909,0.632118583,0.523890793,0.934258759,0.874810696,0.59796834,0.766947627,0.880625725,0.329201162,squat_bad_back
0.522566199,0.437437147,-0.654779911,0.968503952,0.520583212,0.429958671,-0.67075479,0.959186733,0.519416094,0.427327543,-0.670692146,0.954682946,0.518317223,0.424712867,-0.670887649,0.968492091,0.523802161,0.438271433,-0.699437618,0.9714728,0.524292946,0.44151482,-0.699684262,0.963461161,0.524800658,0.4447954,-0.700078964,0.967070162,0.508238316,0.422553271,-0.63111645,0.948307097,0.514207006,0.455451399,-0.758315444,0.9506917,0.519185066,0.439849257,-0.621742666,0.970020533,0.521542728,0.44686833,-0.659442008,0.97238934,0.483491689,0.41064468,-0.471567124,0.998622417,0.498795003,0.540026605,-0.673098862,0.99930042,0.587874532,0.455150634,-0.277115196,0.785589278,0.604878128,0.550187528,-0.65341574,0.293976516,0.685485005,0.427945107,-0.276320279,0.82776624,0.67485559,0.471342742,-0.705283284,0.358262777,0.69265002,0.422607929,-0.297346264,0.827058852,0.698301852,0.457369119,-0.774103701,0.367582709,0.68966347,0.422063917,-0.34190163,0.836211979,0.682298362,0.443556011,-0.773271322,0.368077725,0.682615161,0.430430532,-0.295072496,0.820355415,0.680271864,0.444109231,-0.707516849,0.3662135,0.546228826,0.487253487,0.048692137,0.999533415,0.541442037,0.574492991,-0.048500966,0.998583615,0.581265092,0.414251685,0.152162045,0.86741358,0.569357812,0.615803659,0.438031524,0.191794664,0.621803224,0.48174417,0.548125148,0.865904212,0.540120542,0.73855257,0.995120704,0.286811352,0.618623197,0.50052464,0.589265585,0.826574266,0.532236874,0.745373785,1.050894737,0.339363515,0.655059814,0.483578831,0.478481621,0.877014637,0.591468275,0.768773437,0.966322124,0.375494599,squat_bad_back
0.689565659,0.393017441,-0.035467435,0.971548021,0.692664444,0.376342058,-0.019742312,0.96320951,0.69180733,0.374685973,-0.019838737,0.959146857,0.690714359,0.372871488,-0.019897746,0.971572876,0.691700935,0.375842214,-0.072842829,0.974256217,0.690443337,0.374040365,-0.072898395,0.967049479,0.688828349,0.372070789,-0.072894223,0.970305681,0.669328272,0.359712601,0.081754155,0.953362525,0.671108782,0.363132507,-0.155169487,0.955549896,0.677893937,0.397426784,0.00785266,0.972938478,0.676789343,0.395851523,-0.060782455,0.975072682,0.58431834,0.397338659,0.273139894,0.998654246,0.595398724,0.410608649,-0.271104902,0.999355733,0.587452292,0.515813947,0.349029511,0.716148019,0.58944428,0.543611526,-0.21978794,0.358220398,0.656605601,0.487295359,0.242666125,0.762496412,0.671305656,0.495507121,0.055045117,0.415967703,0.682629466,0.475433111,0.23568657,0.763815999,0.692017257,0.482739538,0.052498635,0.422599733,0.674347162,0.461785316,0.235237882,0.771355152,0.681330323,0.470067799,0.039061125,0.422763914,0.664368033,0.46274811,0.235659406,0.757273555,0.672516823,0.471265584,0.058748264,0.420442879,0.436380327,0.51287955,0.187244743,0.99957478,0.432628483,0.529759705,-0.187318206,0.998721004,0.586612821,0.584657252,0.291977823,0.799998939,0.587159872,0.598501503,-0.210482076,0.269383609,0.538516045,0.731417418,0.399436414,0.826319575,0.532767415,0.751042128,-0.144704193,0.356700033,0.520281494,0.759121656,0.409531176,0.800484776,0.509880126,0.779310822,-0.134684652,0.403586924,0.60029465,0.769810498,0.365140915,0.853573024,0.59741056,0.782055378,-0.186131954,0.436411172,squat_bad_back
0.673430741,0.344635397,-0.132046312,0.974372625,0.673449516,0.325207889,-0.104358003,0.966863692,0.672289848,0.324520141,-0.104389109,0.963206708,0.670757473,0.32363224,-0.104414269,0.974392891,0.671926796,0.324434578,-0.168460026,0.976808965,0.669857085,0.323449254,-0.168477759,0.970323145,0.667436957,0.322247058,-0.168490037,0.97325778,0.647143424,0.320797831,0.029817011,0.957998455,0.645846069,0.320357144,-0.258692592,0.959978461,0.662805021,0.354806304,-0.07787431,0.97560358,0.660037696,0.351688087,-0.161786914,0.977537155,0.584342659,0.388462901,0.199552342,0.998508871,0.59290868,0.377104908,-0.400455058,0.999389708,0.678783596,0.432445586,0.256659299,0.672993064,0.689825416,0.424454123,-0.526791215,0.421317697,0.783871889,0.437527597,0.108546235,0.725560427,0.808742285,0.436913341,-0.457909107,0.472880036,0.813169718,0.438952565,0.094716229,0.730870724,0.833365858,0.439757407,-0.527286589,0.477775842,0.818409741,0.438017547,0.049834162,0.739912331,0.834374905,0.43564564,-0.497497231,0.477654427,0.810051501,0.437644154,0.080611043,0.728849292,0.827813208,0.435121953,-0.448339522,0.473808467,0.436747462,0.520966947,0.195707262,0.999587715,0.432628602,0.531091034,-0.195580959,0.998826504,0.584086299,0.58619523,0.290625036,0.756787956,0.587704599,0.598243117,-0.201593265,0.341198444,0.538135648,0.732886612,0.436346948,0.792580009,0.532535255,0.755022526,0.002829803,0.419442564,0.518190742,0.760388255,0.450476706,0.780417383,0.509504497,0.781438887,0.023514953,0.460667402,0.600729465,0.769723535,0.414165229,0.828211904,0.599124908,0.781679213,-0.017394196,0.489198208,squat_bad_back
0.667920887,0.347782314,-0.156128332,0.97692436,0.666980505,0.328769177,-0.130938649,0.97016269,0.665207505,0.327511638,-0.130959034,0.966871083,0.662950814,0.326130629,-0.130980998,0.976939797,0.665679872,0.327822894,-0.195284128,0.979114175,0.663309097,0.326195389,-0.195313275,0.973277569,0.660637617,0.324538529,-0.195318401,0.975921571,0.635937095,0.32196635,0.00189011,0.962182581,0.634941876,0.320904613,-0.289575011,0.963970304,0.65374285,0.359526664,-0.101578496,0.978019059,0.652174652,0.357476741,-0.186222076,0.97976625,0.581244588,0.387813687,0.180593967,0.998501301,0.588719785,0.377530068,-0.428339005,0.999431908,0.687126815,0.428364545,0.242050856,0.638441503,0.702654541,0.421316862,-0.56082201,0.478156626,0.791391373,0.443861723,0.086769186,0.69813621,0.816537678,0.439309865,-0.490296155,0.523838341,0.814617753,0.445502162,0.074382596,0.705957234,0.852158606,0.440874636,-0.560170412,0.526891828,0.823442161,0.442828506,0.026369743,0.716456652,0.855732083,0.437284887,-0.52861321,0.526475906,0.814407408,0.442995936,0.057759717,0.707822919,0.844740987,0.437901825,-0.479946584,0.520983338,0.43623814,0.537399828,0.199957237,0.999580562,0.430764586,0.547019958,-0.199792922,0.998915076,0.584145308,0.587283075,0.314171612,0.710157216,0.590131164,0.598242283,-0.202028155,0.405831665,0.537868619,0.73348552,0.486908406,0.757485569,0.531881154,0.75610435,0.00211694,0.47608009,0.516024113,0.760748744,0.502433121,0.759215474,0.508866549,0.782340825,0.02276608,0.512346327,0.602301478,0.76978606,0.471711785,0.803270519,0.601545274,0.783160508,-0.013116094,0.537193596,squat_bad_back
0.66302228,0.356608301,-0.169458374,0.979225874,0.664029479,0.337375998,-0.148014769,0.973136842,0.662653148,0.336020648,-0.148054689,0.970174968,0.660885751,0.334440947,-0.14809601,0.97923708,0.662455142,0.336432189,-0.210344613,0.98119396,0.660099328,0.33467713,-0.210386842,0.975941896,0.657406688,0.332700074,-0.2103609,0.978322685,0.63490063,0.327408075,-0.02465627,0.9659549,0.634333551,0.327609569,-0.30736202,0.967566371,0.649647295,0.366886884,-0.117499419,0.980199337,0.647503078,0.364854574,-0.199639902,0.981776237,0.580208361,0.387355059,0.148000121,0.998479903,0.585319757,0.380814791,-0.436823428,0.999462306,0.697199285,0.432877064,0.205280453,0.610259235,0.703726947,0.433154285,-0.572063982,0.529061556,0.804334581,0.45216006,0.038683515,0.669770777,0.822849393,0.449842155,-0.508047283,0.568116069,0.827252686,0.449967235,0.024178933,0.679275751,0.853296518,0.450416267,-0.578904688,0.568473697,0.834519207,0.450956494,-0.027666153,0.691757619,0.855910599,0.441968203,-0.54812789,0.567631066,0.82631129,0.449842572,0.007866137,0.685784698,0.845641077,0.443985879,-0.498334974,0.559511542,0.436251909,0.548942566,0.199360669,0.999525189,0.428432614,0.558571398,-0.19931601,0.998979568,0.5864259,0.588023067,0.329221606,0.669779539,0.592759371,0.598322868,-0.206822559,0.464425355,0.53848052,0.733666062,0.5118981,0.72824955,0.532073319,0.755924821,-0.011657566,0.527399182,0.5160833,0.760744452,0.528025746,0.738915443,0.508806944,0.782469273,0.007917008,0.559363604,0.604163706,0.769676745,0.498700827,0.783386707,0.602832735,0.783337116,-0.029251914,0.581020772,squat_bad_back
0.659388006,0.36152637,-0.141933486,0.981296122,0.659942746,0.342868388,-0.121136934,0.975812197,0.658584237,0.341460288,-0.121176638,0.973147631,0.657092631,0.339839906,-0.121210881,0.981303692,0.658405602,0.342116177,-0.181298912,0.98306495,0.656137347,0.340412825,-0.181352928,0.978339136,0.653678954,0.338487029,-0.181344509,0.980483234,0.632312417,0.331049621,-0.002474492,0.969349504,0.631820202,0.332596332,-0.275298983,0.97080195,0.646479309,0.370192438,-0.092038549,0.982158661,0.644090116,0.368244141,-0.171348572,0.983582497,0.579469025,0.392924726,0.164883316,0.998371303,0.584608078,0.384737939,-0.404765755,0.999486685,0.69231683,0.438754499,0.219352245,0.579281807,0.706260204,0.438370496,-0.536920607,0.574728429,0.803102136,0.453878164,0.058885463,0.639520049,0.821450531,0.456127942,-0.479666024,0.607005894,0.826057315,0.461175978,0.04773121,0.650730193,0.853092313,0.458317637,-0.549440861,0.604090273,0.831884742,0.463065147,-0.004204215,0.664899707,0.854852915,0.452317446,-0.516120076,0.60266602,0.823087275,0.463393092,0.028784448,0.661286831,0.843771696,0.455398887,-0.469039828,0.591365099,0.436995298,0.558630466,0.196566716,0.999346912,0.427336305,0.567933559,-0.196377024,0.999001205,0.58955282,0.587998569,0.327958435,0.633486331,0.594220638,0.598316431,-0.206996545,0.517210841,0.541536212,0.728982925,0.501014173,0.701651394,0.532867134,0.75553751,-0.010950367,0.573575199,0.517749786,0.753919303,0.51612395,0.718847573,0.508812249,0.782429993,0.008111579,0.601570189,0.606150925,0.767108798,0.490961164,0.766296923,0.603916764,0.783263087,-0.027289296,0.620448768,squat_bad_back
0.655286133,0.365577608,-0.091884002,0.983153701,0.65626508,0.346220762,-0.071637094,0.978212893,0.654851198,0.344878703,-0.071664646,0.975815952,0.653410077,0.343525827,-0.071701027,0.983158231,0.655425668,0.345299751,-0.128654912,0.984741747,0.653594017,0.343513161,-0.128709748,0.980489373,0.651695728,0.341703862,-0.128715113,0.982422411,0.630478919,0.337865919,0.036428887,0.972398877,0.631130695,0.336674809,-0.223588809,0.973708153,0.641773045,0.374194384,-0.04599024,0.983908713,0.640136957,0.373068243,-0.121769279,0.985195696,0.572012663,0.404383987,0.187364534,0.998188853,0.584438741,0.387011558,-0.350279689,0.999501705,0.678989291,0.450169146,0.247018218,0.549156725,0.700771511,0.451164693,-0.461681783,0.615044832,0.789634049,0.466316491,0.105722003,0.614446938,0.817341149,0.461786866,-0.398160607,0.642152905,0.812580407,0.479318917,0.096983165,0.627615333,0.843769312,0.479999512,-0.462436259,0.636823714,0.820524514,0.479889184,0.056367751,0.64273876,0.847049415,0.474201918,-0.423077434,0.634726465,0.811598718,0.477504879,0.080438517,0.641173363,0.83735019,0.471384048,-0.385214269,0.620802581,0.433901578,0.567035317,0.18371138,0.999228716,0.426786751,0.57420224,-0.183505669,0.999024391,0.589710891,0.588052928,0.288466841,0.596185565,0.59434092,0.596804261,-0.204410166,0.564486265,0.541738749,0.729124904,0.443431616,0.674763739,0.533332825,0.75473839,0.004319552,0.61479938,0.517768264,0.754282296,0.458000034,0.699947238,0.50878197,0.782471478,0.025573716,0.639185309,0.606495917,0.766947687,0.484626949,0.746594369,0.604859769,0.783153415,0.010728727,0.655132353,squat_bad_back
